material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,elastic_modulus_GPa,MQI
mp-994229,C2Ta2Re2,3,orthorhombic,24,Nitride,-0.4973,0.085,1.091,0,317.51,91.12,0.3586,5.309,12,713.61,609.0,0,247.59126400000002,146.4311584
mp-896859,Ti2Re2,2,monoclinic,14,Nitride,-0.3977,0.1101,1.617,0,270.93,128.72,0.2945,5.375,16,991.43,1779.0,0,333.25608,197.80364799999998
mp-666230,MnKBe4La2,4,tetragonal,134,Nitride,-2.8474,0.0025,1.471,0,280.01,100.45,0.331,3.1,8,275.13,1234.0,1,267.3979,159.19874
mp-802199,As3Bi2,2,cubic,216,Halide,-3.7807,0.0014,6.951,0,137.23,91.96,0.2228,3.332,8,345.59,681.0,1,224.89737599999995,133.60562559999997
mp-775494,ClArF4,3,hexagonal,184,Oxide,-1.2268,0.0132,4.58,0,274.22,176.65,0.235,6.424,32,2875.02,2310.0,1,436.3255,259.2257
mp-606110,Co3F2,2,tetragonal,130,Ceramic,-4.3796,0.0194,7.411,0,230.38,108.34,0.3037,4.73,6,301.53,1836.0,1,282.485716,167.5994296
mp-478191,Pb3CuGa4,3,tetragonal,103,Phosphide,-0.6128,0.3068,2.507,0,82.5,35.07,0.3113,1.847,16,449.22,979.0,0,91.97458200000001,54.44594920000001
mp-106424,Te,1,hexagonal,171,Ceramic,-3.4926,0.0411,8.738,0,2.0,1.06,0.2759,4.845,24,1971.63,2215.0,1,2.704908,-0.3150552
mp-550678,As2Mg,2,orthorhombic,64,Alloy,-0.4055,0.2269,0.0,1,116.7,51.23,0.3017,9.446,8,941.22,1957.0,0,133.372182,76.2449092
mp-568967,AuAs2Ag3,3,hexagonal,177,Alloy,-0.9031,0.1308,0.0,1,167.59,122.5,0.2132,10.266,12,947.58,1666.0,0,297.23400000000004,174.234
mp-818258,Ru2Pt3,2,orthorhombic,61,Metal,-0.7515,0.0353,0.0,1,110.89,46.27,0.3198,6.104,6,493.61,1603.0,1,122.134292,70.83897520000001
mp-433773,SrSeCdY,4,monoclinic,14,Oxide,-3.0973,0.0395,7.382,0,156.52,117.53,0.2156,2.799,4,156.77,1824.0,1,285.738936,170.3237616
mp-206288,Ti3Ne3,2,orthorhombic,40,Silicate,-3.2508,0.037,8.648,0,74.77,34.4,0.2823,0.5,8,46.38,1385.0,1,88.22224,52.733343999999995
mp-992400,YNb3Os,3,monoclinic,7,Semiconductor,-0.5536,0.0026,1.809,0,14.71,9.94,0.2232,7.814,2,195.51,1360.0,1,24.317216,11.464729599999998
mp-264241,VPb3Al,3,tetragonal,131,Ceramic,-2.0235,0.0258,4.554,0,106.21,83.14,0.198,3.4,4,189.16,2404.0,1,199.20344,118.162064
mp-269661,Ce2Be4Co3,3,cubic,211,Metal,-1.8453,0.0328,0.0,1,166.89,40.49,0.3908,6.434,4,297.29,911.0,1,112.62698400000001,65.0025904
mp-525469,OsCl,2,orthorhombic,50,Intermetallic,-0.1498,0.2682,0.0,1,201.99,107.87,0.2713,7.782,8,739.81,1439.0,0,274.27026200000006,161.44935720000004
mp-563332,Pd4,1,cubic,202,Oxide,-3.9022,0.0636,4.907,0,226.57,74.26,0.3489,5.71,8,514.72,2399.0,0,200.338628,117.91917679999999
mp-184939,He4,1,orthorhombic,26,Oxide,-2.411,0.0083,4.88,0,286.91,121.88,0.3083,6.603,4,278.55,2158.0,1,318.911208,188.70552479999998
mp-983631,Au2,1,tetragonal,99,Perovskite,-2.7977,0.0438,2.058,0,98.9,43.6,0.3037,3.931,4,167.95,734.0,1,113.68264,66.637184
mp-329515,Fe3,1,cubic,195,Oxide,-1.6871,0.0497,4.463,0,372.61,281.07,0.2117,1.884,8,240.9,1095.0,1,681.145038,407.93342279999996
mp-345840,CuTa4,2,hexagonal,194,Ceramic,-2.3695,0.02,3.742,0,128.95,34.77,0.3876,1.983,24,683.48,2420.0,1,96.49370400000001,57.1030224
mp-567067,CAg4W4,3,hexagonal,176,Oxide,-1.6649,0.02,4.016,0,27.42,12.79,0.2932,3.416,24,480.19,2130.0,1,33.080056,18.4816336
mp-360651,Nb2SrW2,3,trigonal,147,Carbide,-0.7416,0.231,1.393,0,281.49,123.7,0.3035,5.308,8,576.44,2336.0,0,322.4859,191.36834000000002
mp-447548,Ta4Ba4Co,3,cubic,204,Oxide,-2.5133,0.0032,1.387,0,99.85,42.55,0.317,5.36,8,330.4,1383.0,1,112.07669999999999,65.10201999999998
mp-766348,K4Zr2Na,3,orthorhombic,73,Sulfide,-1.5136,0.0426,4.567,0,93.5,52.8,0.2563,5.962,6,201.67,1166.0,1,132.66528,77.214368
mp-873429,Rh3Ag3,2,cubic,216,Ceramic,-3.1751,0.033,2.612,0,245.15,191.59,0.1939,2.619,8,233.32,1843.0,1,457.47860199999997,273.43956119999996
mp-172308,Li4Zn4,2,cubic,225,Halide,-2.3693,0.0426,6.181,0,49.3,27.65,0.2585,5.031,6,385.21,883.0,1,69.59505,39.74463
mp-675391,Re2,1,cubic,211,Ceramic,-3.7375,0.0052,0.873,0,138.68,57.74,0.3096,3.434,8,326.33,1979.0,1,151.23260800000003,89.36596480000001
mp-346812,Ru3Zr4,2,cubic,222,Alloy,-1.2796,0.0844,0.0,1,82.18,39.16,0.2935,7.634,8,706.53,1304.0,0,101.30691999999998,57.73055199999998
mp-639136,NPb2,2,trigonal,143,Oxide,-5.0361,0.0198,7.37,0,210.43,184.54,0.1415,5.388,6,467.97,1793.0,1,421.30481999999995,250.62769199999994
mp-767282,As2,1,cubic,201,Chalcogenide,-1.4996,0.0476,2.378,0,98.66,63.1,0.239,8.216,8,546.98,788.0,1,156.3618,90.53067999999999
mp-365326,H2La,2,orthorhombic,62,Carbide,-1.6361,0.0497,3.791,0,459.31,148.21,0.3502,0.815,32,279.93,1697.0,1,400.226284,239.80977040000002
mp-270416,Y3Si,2,cubic,207,Carbide,-0.5266,0.1128,0.394,0,219.44,106.7,0.2795,2.734,6,224.58,1815.0,0,273.0453,162.73358
mp-100568,Ti4Sb2,2,cubic,226,Oxide,-4.719,0.0391,0.521,0,203.61,96.15,0.3097,5.385,4,203.38,2182.0,1,251.85531,148.959186
mp-167591,CuSbMo2,3,trigonal,143,Semiconductor,-0.2815,0.0669,0.1,0,60.38,37.41,0.2323,1.717,6,181.69,809.0,0,92.20068599999999,54.633611599999995
mp-267275,Pt4Co3S3,3,cubic,218,Halide,-3.6351,0.0089,6.728,0,22.17,9.89,0.2899,3.21,16,182.26,1283.0,1,25.514222000000004,14.0245332
mp-887985,Os2Zn4Hf4,3,hexagonal,194,Oxide,-2.1493,0.0385,3.327,0,154.52,67.85,0.2992,3.077,6,304.91,2269.0,1,176.30143999999999,104.55006399999999
mp-858363,Ga4Ag2,2,cubic,206,Sulfide,-0.8944,0.0906,1.23,0,74.38,34.22,0.3035,4.137,8,406.01,531.0,0,89.21154,51.872124
mp-346684,Au2N2Li3Ba4,4,hexagonal,179,Semiconductor,-0.385,0.0974,2.16,0,133.77,71.22,0.2871,2.886,2,92.68,771.0,0,183.33452400000002,108.84631440000001
mp-441498,Zr3KCr,3,cubic,196,Oxide,-1.8737,0.2309,8.904,0,227.96,95.08,0.311,3.872,16,881.4,1143.0,0,249.29976,148.03105599999998
mp-637842,Ti4,1,cubic,222,Nitride,-0.2037,0.4236,0.101,0,277.19,143.19,0.2689,6.126,8,584.15,1294.0,0,363.38758199999995,215.58214919999998
mp-517591,Ir3K3,2,cubic,219,Ceramic,-3.0864,0.0104,5.265,0,152.14,52.53,0.3374,3.599,32,1264.07,1495.0,1,140.507244,82.86474639999999
mp-128788,PtBi4,2,orthorhombic,73,Semiconductor,-1.3226,0.0796,1.689,0,142.94,56.56,0.3213,6.853,12,1187.6,1889.0,0,149.465456,86.93807359999998
mp-48083,O2Cd2V3,3,tetragonal,134,Metal,-0.3619,0.0648,0.0,1,198.86,58.1,0.3595,4.814,4,226.8,974.0,0,157.9739,92.85873999999998
mp-528191,Mg4He,2,tetragonal,93,Intermetallic,-0.1559,0.1018,0.0,1,141.04,92.1,0.2313,8.321,12,1359.64,2042.0,0,226.80546,132.75487600000002
mp-801053,O3Ta2Pd,3,cubic,196,Semiconductor,-0.2082,0.19,0.629,0,41.66,11.72,0.3709,1.429,8,137.33,1923.0,0,32.133896,18.7087376
mp-69487,CuCe3,2,cubic,216,Semiconductor,-2.2049,0.0282,2.006,0,56.7,21.92,0.3243,6.783,8,271.5,1270.0,1,58.057312,32.1211872
mp-987751,SbPd3,2,cubic,220,Nitride,-1.7694,0.0732,0.115,0,303.08,207.16,0.2104,6.85,4,521.98,1491.0,0,501.49292799999995,298.15575679999995
mp-679601,RhLi,2,cubic,208,Alloy,-0.3429,0.0399,0.0,1,210.56,63.29,0.3556,15.761,4,670.42,1766.0,1,171.591848,96.65070879999999
mp-444302,Se4Ca3NiAl4,4,monoclinic,3,Semiconductor,-1.3898,0.0425,2.302,0,34.57,30.89,0.1387,7.055,16,1762.0,1192.0,1,70.34888600000001,39.3873316
mp-522283,TaHe4Ir4Cu2,4,cubic,207,Phosphide,-1.516,0.0026,0.072,0,46.67,19.82,0.2882,1.515,32,886.94,1487.0,1,51.064248,30.032548799999997
mp-217617,SeSr4Pb4Bi4,4,monoclinic,13,Halide,-5.694,0.0051,4.222,0,76.18,27.56,0.3434,2.397,6,234.13,1071.0,1,74.04820799999999,43.470124799999994
mp-577589,Re3Fe2,2,cubic,200,Metal,-1.3,0.0332,0.0,1,131.1,60.47,0.3031,6.556,8,737.77,2370.0,1,157.596914,91.9357484
mp-348053,ReMn,2,tetragonal,82,Ceramic,-1.5107,0.0347,4.163,0,132.04,59.1,0.3063,2.493,2,48.45,2300.0,1,154.40466,91.645596
mp-986407,OHe3,2,hexagonal,171,Ceramic,-2.2197,0.0318,5.103,0,289.35,118.19,0.3213,6.357,2,140.09,2564.0,1,312.328894,184.8545364
mp-893347,Nb4N4,2,trigonal,151,Ceramic,-3.2637,0.0154,3.269,0,341.14,186.51,0.2694,4.191,6,235.74,2503.0,1,473.511588,282.4305528
mp-291222,BaN2Ru2Mo3,4,orthorhombic,70,Semiconductor,-0.5302,0.1095,0.956,0,95.6,84.98,0.1708,2.12,12,306.2,1113.0,0,198.989168,118.5455008
mp-828754,Ca4Re2,2,cubic,195,Semiconductor,-1.695,0.1378,2.338,0,132.4,73.16,0.2638,1.608,6,90.24,1563.0,0,184.919216,110.30832960000001
mp-216217,ZrPd3Co3Re,4,monoclinic,6,Perovskite,-4.7201,0.0169,0.852,0,2.0,1.42,0.2185,5.594,16,1434.48,986.0,1,3.4605399999999995,-0.16127600000000042
mp-931868,La3Fe,2,monoclinic,10,Oxide,-4.2185,0.007,4.441,0,247.89,151.11,0.2569,2.225,8,107.92,2250.0,1,379.860318,227.02619080000002
mp-682954,Se4ZnCRh4,4,orthorhombic,74,Intermetallic,-0.9139,0.2001,0.0,1,223.76,69.06,0.3602,4.966,2,75.31,1794.0,0,187.87082400000003,110.73609440000001
mp-356601,In2Ba4Mg,3,orthorhombic,50,Chalcogenide,-0.3545,0.1052,0.273,0,69.01,28.73,0.3194,6.193,6,402.8,537.0,0,75.81272399999999,43.010434399999994
mp-32661,Sc,1,cubic,210,Sulfide,-1.0628,0.0214,3.033,0,60.48,23.29,0.3195,2.681,2,75.67,1820.0,1,61.46231,35.804986
mp-414339,ReS4In3,3,hexagonal,189,Metal,-0.7339,0.1538,0.0,1,170.26,85.28,0.3007,5.169,4,244.1,1780.0,0,221.84739199999999,131.04083519999998
mp-988671,Nb3Sb4PtIr2,4,hexagonal,170,Carbide,-1.3305,0.0487,2.948,0,223.94,123.0,0.2697,6.492,6,586.95,2522.0,1,312.3462,184.81092
mp-646766,Fe3B,2,monoclinic,4,Silicate,-4.4876,0.0174,8.388,0,42.58,11.49,0.3633,0.5,4,20.17,468.0,1,31.328634,18.5971804
mp-792654,P4Hf3,2,trigonal,148,Metal,-1.1387,0.1507,0.0,1,63.14,38.36,0.2411,3.187,2,62.48,1573.0,0,95.21719200000001,55.855515200000006
mp-509615,FPd3Li4,3,hexagonal,168,Intermetallic,-0.7613,0.1529,0.0,1,91.55,42.37,0.2975,3.943,2,97.28,1381.0,0,109.95014999999998,64.39288999999998
mp-94664,Mo2Ni,2,tetragonal,114,Intermetallic,-0.627,0.0414,0.0,1,74.5,38.87,0.2815,0.946,6,84.91,2074.0,1,99.62380999999998,59.39588599999998
mp-533351,Re2Y,2,cubic,203,Ceramic,-2.1862,0.0016,4.534,0,84.09,48.13,0.252,4.85,12,440.69,2521.0,1,120.51752,70.370512
mp-284660,As4Hf3,2,tetragonal,122,Chalcogenide,-1.0473,0.1631,1.295,0,58.92,21.18,0.3283,2.454,16,336.51,1235.0,0,56.266788,32.778472799999996
mp-818941,S2Sc3,2,cubic,215,Perovskite,-4.211,0.0211,2.315,0,140.39,106.75,0.1925,4.972,32,1558.87,1234.0,1,254.59874999999997,150.77044999999998
mp-56358,PtNb4In3,3,cubic,228,Intermetallic,-1.7037,0.1504,0.0,1,99.53,76.1,0.2264,8.876,6,729.09,2660.0,0,186.65807999999998,108.444448
mp-153715,Hf4Os3,2,hexagonal,179,Oxide,-2.5637,0.0052,2.336,0,126.23,70.84,0.2788,3.527,6,286.07,489.0,1,181.180384,107.29743040000001
mp-191901,Nb4Y2,2,monoclinic,10,Halide,-3.0216,0.0172,1.341,0,73.42,37.58,0.2826,1.879,24,558.92,475.0,1,96.40021599999999,57.08852959999999
mp-540459,ScORh2,3,orthorhombic,32,Metal,-0.9321,0.2542,0.0,1,204.59,109.23,0.2755,0.779,2,19.95,1395.0,0,278.64573,166.87583800000002
mp-663570,F4Sc2Ge4,3,hexagonal,190,Nitride,-0.9005,0.0292,1.112,0,399.29,243.64,0.2382,10.064,4,481.98,1529.0,1,603.3500959999999,357.9844575999999
mp-466231,Ne2Ta,2,hexagonal,188,Oxide,-2.2233,0.0285,6.631,0,147.8,85.52,0.2422,6.409,2,161.63,2826.0,1,212.46588799999998,124.9159328
mp-606475,Zr2Al3,2,cubic,211,Intermetallic,-2.0222,0.0294,0.0,1,141.7,50.17,0.3375,4.645,12,577.86,1166.0,1,134.20475,78.66484999999999
mp-247628,ReW2,2,tetragonal,142,Oxide,-4.0577,0.0217,0.5,0,152.19,65.73,0.3062,3.167,24,949.39,1475.0,1,171.713052,101.76103119999999
mp-346187,CuN2Au,3,cubic,201,Phosphide,-0.2462,0.0754,2.822,0,53.7,32.33,0.2609,4.241,8,278.31,1343.0,0,81.529794,47.2214764
mp-514714,Mg4Hf2NbBa,4,trigonal,164,Metal,-0.8092,0.1069,0.0,1,149.11,69.09,0.2987,9.971,4,505.81,1795.0,0,179.454366,103.68421959999999
mp-111533,K4NeTe2,3,cubic,213,Intermetallic,-0.3728,0.2419,0.0,1,326.82,117.82,0.3382,9.87,32,4660.49,1726.0,0,315.333448,185.25206879999996
mp-224462,Se2Sb2,2,hexagonal,176,Semiconductor,-1.0426,0.0632,1.518,0,88.4,64.84,0.2178,3.25,24,1203.84,1941.0,0,157.924304,93.4545824
mp-38614,BaIr4,2,hexagonal,182,Metal,-1.1323,0.0062,0.0,1,60.28,50.43,0.1812,11.574,24,3743.98,1557.0,1,119.13583200000001,66.8518992
mp-576312,Al4ClHe2,3,orthorhombic,51,Semiconductor,-1.5914,0.0173,1.843,0,71.35,48.15,0.242,5.044,2,94.63,204.0,1,119.60459999999999,69.74515999999998
mp-150669,Sr2ZrF4,3,monoclinic,3,Alloy,-0.9189,0.1055,0.0,1,158.06,47.26,0.3579,7.755,6,449.49,1707.0,0,128.348708,73.90722479999998
mp-673320,RuSb2Ga,3,hexagonal,186,Metal,-1.5838,0.0312,0.0,1,191.55,82.07,0.2997,2.763,2,55.58,1390.0,1,213.33275799999998,126.89445479999999
mp-13579,V4Ge,2,hexagonal,168,Perovskite,-6.1659,0.0085,0.36,0,54.41,38.93,0.2401,5.915,4,328.12,752.0,1,96.554186,55.5665116
mp-889196,Zr2Y4,2,trigonal,152,Silicate,-1.1083,0.0298,3.967,0,160.98,76.74,0.2987,5.361,24,1770.86,1807.0,1,199.32447599999998,117.45028559999997
mp-53905,As2,1,orthorhombic,60,Oxide,-5.0716,0.0262,4.614,0,114.0,66.03,0.2527,4.211,2,93.52,1717.0,1,165.43156199999999,97.5745372
mp-269188,PBi,2,hexagonal,182,Perovskite,-2.4331,0.025,0.098,0,57.69,31.4,0.2795,3.991,32,1687.21,1075.0,1,80.3526,46.615159999999996
mp-760921,Ni4N2Zn3Nb4,4,trigonal,158,Semiconductor,-0.6886,0.1145,1.388,0,17.67,11.53,0.2373,3.419,32,994.71,1158.0,0,28.532138,15.751682800000001
mp-741056,Se4Al3Cd4,3,trigonal,156,Ceramic,-3.8213,0.017,5.486,0,101.38,71.38,0.2167,3.983,2,75.02,1700.0,1,173.69609199999996,102.62445519999999
mp-914054,SeHf3,2,orthorhombic,18,Perovskite,-1.7882,0.1631,3.72,0,149.55,63.8,0.306,5.453,4,164.29,1342.0,0,166.6456,97.80615999999999
mp-401596,P3Ag4,2,hexagonal,192,Ceramic,-3.5663,0.0084,7.958,0,251.32,110.05,0.295,3.56,2,84.85,1991.0,1,285.0295,169.59369999999998
mp-556579,Au2SbV4,3,triclinic,1,Nitride,-0.185,0.1165,0.961,0,425.91,159.85,0.3277,3.874,4,169.35,1852.0,0,424.46569,253.12981399999998
mp-75163,W3S3,2,monoclinic,7,Oxide,-3.2766,0.0301,6.244,0,171.33,171.38,0.146,2.029,24,500.68,1466.0,1,392.80296,234.870176
mp-20183,TeAr2Os,3,cubic,201,Metal,-1.5899,0.1179,0.0,1,167.71,72.45,0.314,11.382,4,790.15,2618.0,0,190.39860000000002,109.68636000000001
mp-560594,IrTe2Au3Hf2,4,monoclinic,3,Halide,-2.7413,0.0124,6.28,0,121.07,33.0,0.3812,4.663,32,1910.74,558.0,1,91.1592,52.83031999999999
mp-432916,MnO2,2,tetragonal,127,Silicate,-3.216,0.0081,7.288,0,98.06,9.54,0.45,4.258,6,164.31,1648.0,1,27.665999999999997,14.896399999999998
mp-321736,ClHe3Sn,3,trigonal,153,Oxide,-2.5959,0.0325,4.563,0,183.55,52.02,0.3642,5.237,8,434.96,2421.0,1,141.93136800000002,83.06402080000001
mp-271087,Rh2Zn4,2,monoclinic,4,Semiconductor,-1.8769,0.0201,2.488,0,2.0,0.55,0.371,2.973,8,299.19,1587.0,1,1.5081000000000002,-0.2843399999999999
mp-929986,PZr4,2,cubic,224,Sulfide,-1.7956,0.2835,5.037,0,116.33,35.17,0.3616,7.314,12,1117.22,612.0,0,95.774944,54.5393664
mp-67778,S4,1,cubic,222,Semiconductor,-0.2414,0.0473,0.358,0,112.57,70.71,0.2467,2.482,2,41.89,1149.0,1,176.30831399999997,104.79218839999997
mp-492175,Pb4Rh3Ti3Cu2,4,tetragonal,80,Intermetallic,-0.5773,0.2396,0.0,1,140.44,101.17,0.2098,0.565,32,341.93,908.0,0,244.790932,146.6485592
mp-442049,Zn3SiFe,3,cubic,228,Ceramic,-4.8817,0.0227,7.122,0,102.35,62.14,0.2467,4.771,8,348.09,2245.0,1,154.939876,91.0555256
mp-850359,Se4Ga2V3,3,tetragonal,77,Sulfide,-3.0533,0.0075,0.381,0,78.71,46.5,0.2484,5.469,4,202.07,1544.0,1,116.10119999999999,67.47312
mp-239053,WGe3,2,tetragonal,77,Halide,-2.4017,0.0482,3.279,0,102.19,26.44,0.3833,0.927,6,68.56,2105.0,1,73.148904,43.518542399999994
mp-580689,Au4V2H2C2,4,orthorhombic,17,Nitride,-0.7148,0.1052,1.025,0,366.72,88.79,0.3869,12.212,8,1127.15,1246.0,0,246.28570200000001,142.88662119999998
mp-847544,BiFe4,2,cubic,226,Oxide,-3.952,0.0574,4.817,0,6.5,3.94,0.2405,3.811,4,149.8,2148.0,0,9.775139999999999,4.340683999999999
mp-858873,W2Au4MgSr,4,cubic,226,Halide,-2.7335,0.003,1.751,0,107.04,35.96,0.338,7.847,12,939.52,1582.0,1,96.22896000000001,54.598576
mp-817379,Bi3Se2W3,3,cubic,213,Silicate,-3.3793,0.0008,7.126,0,99.94,72.28,0.2001,4.202,16,869.46,1269.0,1,173.486456,102.4110736
mp-22052,V3,1,hexagonal,185,Oxide,-4.0888,0.0153,3.85,0,191.11,126.49,0.2315,4.193,8,224.75,2263.0,1,311.54487,185.249722
mp-672842,Ir4MnCl3,3,monoclinic,12,Halide,-1.5787,0.1138,4.509,0,44.73,15.35,0.3422,3.661,8,341.55,1509.0,0,41.20554,23.258923999999997
mp-664345,Si4ZnNSb,4,monoclinic,8,Oxide,-2.3829,0.0729,1.142,0,212.58,160.47,0.2011,2.549,12,289.68,1191.0,0,385.481034,230.26902040000002
mp-180612,Ta2ZrSi4,3,cubic,217,Oxide,-2.6361,0.0194,7.459,0,234.39,100.06,0.3072,4.454,8,439.73,1703.0,1,261.596864,155.1765184
mp-244126,Ag2Sn4S2,3,orthorhombic,38,Nitride,-0.953,0.0876,3.3,0,248.95,76.95,0.3543,7.092,2,151.74,501.0,0,208.42677,122.219262
mp-590177,W3Fe3Re2,3,triclinic,2,Halide,-5.0395,0.0144,5.477,0,87.03,36.07,0.3224,5.648,8,276.78,2167.0,1,95.397936,54.9795616
mp-738838,Br3Nb2InB2,4,cubic,212,Metal,-1.195,0.0371,0.0,1,141.43,59.92,0.31,4.149,8,382.05,908.0,1,156.99040000000002,92.53464000000001
mp-589609,Zn4Os2,2,orthorhombic,46,Metal,-1.2879,0.055,0.0,1,263.79,143.74,0.2767,4.22,6,371.15,1248.0,0,367.025716,218.5274296
mp-131397,SeSn4,2,cubic,217,Sulfide,-0.9142,0.0025,1.6,0,28.92,11.76,0.3173,3.62,32,688.79,1644.0,1,30.982895999999997,17.141737599999995
mp-839413,Se3Au3,2,hexagonal,182,Metal,-1.2574,0.0992,0.0,1,173.49,51.09,0.3637,6.843,8,696.33,1961.0,0,139.34286600000001,80.8685196
mp-376960,ZnTe,2,cubic,204,Metal,-0.9959,0.0189,0.0,1,175.78,128.68,0.2311,4.335,8,418.83,733.0,1,316.83589600000005,188.36753760000002
mp-860772,TeClV3,3,trigonal,151,Metal,-1.8304,0.0532,0.0,1,252.18,144.57,0.2585,7.976,8,782.26,1411.0,0,363.88268999999997,215.13921399999995
mp-2916,O4MgSn,3,hexagonal,172,Metal,-0.4142,0.1028,0.0,1,176.43,61.63,0.3295,6.544,4,465.84,1626.0,0,163.87417,95.706902
mp-7513,Ni4Ne4Mo2Cr2,4,tetragonal,85,Ceramic,-3.2132,0.0075,3.073,0,270.85,116.79,0.3162,4.329,12,461.86,2145.0,1,307.437996,182.7311976
mp-456693,Ba2N3,2,orthorhombic,46,Oxide,-2.0881,0.0145,6.868,0,101.9,45.14,0.3041,2.12,8,223.49,1880.0,1,117.734148,69.7924888
mp-137500,Os4Ar2,2,tetragonal,119,Halide,-4.1079,0.0273,6.569,0,157.14,93.63,0.2412,6.257,2,144.84,1103.0,1,232.427112,136.95346719999998
mp-190894,Ca2Ir4Ne4,3,cubic,219,Intermetallic,-0.2118,0.0331,0.0,1,141.51,113.76,0.1992,6.929,6,359.91,488.0,1,272.841984,160.9335904
mp-113351,Cl2Pb4Sr3As2,4,orthorhombic,73,Silicate,-1.9832,0.0061,7.957,0,74.86,32.97,0.3056,0.557,8,59.63,1370.0,1,86.09126400000001,51.431958400000006
mp-388545,Nb2Li2,2,cubic,215,Chalcogenide,-2.5508,0.0019,0.851,0,90.57,50.73,0.2445,4.517,24,1592.58,1004.0,1,126.26696999999999,73.95338199999999
mp-601065,Ti2Pt2,2,hexagonal,171,Semiconductor,-1.0709,0.0995,0.465,0,111.49,86.89,0.1985,5.04,12,443.55,1169.0,0,208.27533000000003,122.94919800000001
mp-123220,Cu2AuAl,3,hexagonal,185,Metal,-0.7482,0.0308,0.0,1,114.65,89.98,0.1992,5.06,6,411.79,1595.0,1,215.80803200000003,127.4608192
mp-544854,Ru4ClBe4O,4,tetragonal,112,Carbide,-2.1935,0.0382,1.441,0,239.77,76.83,0.3538,12.023,8,1086.69,2535.0,1,208.024908,120.0057448
mp-458906,Rh3Co4Y,3,triclinic,1,Nitride,-0.6964,0.0074,0.887,0,270.4,178.87,0.2439,9.075,6,691.44,857.0,1,444.992786,263.3656716
mp-830808,Nb4O3,2,hexagonal,175,Metal,-2.1512,0.0182,0.0,1,106.47,25.83,0.3907,8.003,4,357.52,1743.0,1,71.84356199999999,39.90493719999999
mp-26588,C4Na3,2,tetragonal,82,Perovskite,-3.852,0.0006,2.689,0,81.12,41.49,0.2744,3.797,8,233.03,1993.0,1,105.749712,61.9310272
mp-678302,Zr4Cu2Os,3,tetragonal,88,Ceramic,-1.7887,0.0228,4.847,0,188.58,44.11,0.3902,3.871,8,312.77,1480.0,1,122.643444,72.03766639999999
mp-457849,Al3Na2Sn4,3,trigonal,152,Sulfide,-1.1653,0.0834,0.348,0,126.36,67.57,0.2788,4.95,8,356.53,1330.0,0,172.81703199999998,101.71021919999998
mp-257526,Al3Ar3Pt2,3,monoclinic,3,Silicate,-2.1705,0.0692,6.962,0,115.22,39.46,0.3317,3.761,2,89.83,684.0,0,105.09776400000001,61.55425840000001
mp-503530,Cr3PtSi4,3,cubic,212,Perovskite,-3.8363,0.0134,0.952,0,11.13,6.26,0.2595,3.122,6,130.89,623.0,1,15.76894,8.212564
mp-682883,Re4P3Li2,3,monoclinic,3,Phosphide,-2.3116,0.0158,1.044,0,12.0,7.26,0.2638,4.998,4,222.44,1414.0,1,18.350376,9.0110256
mp-347378,C4H2,2,monoclinic,14,Nitride,-1.6644,0.0442,0.156,0,239.3,68.14,0.3538,5.062,24,1254.06,576.0,1,184.495864,108.67271840000001
mp-68666,V2Zn,2,orthorhombic,52,Intermetallic,-1.5109,0.123,0.0,1,71.25,19.62,0.3783,5.568,8,408.81,1964.0,0,54.084492000000004,30.2234952
mp-73956,GaSn2Na3K3,4,cubic,209,Alloy,-0.6886,0.0075,0.0,1,109.63,32.81,0.3721,8.319,32,4408.05,1337.0,1,90.03720200000001,50.694721200000004
mp-749640,Li2Sc2Ce4,3,cubic,216,Alloy,-0.9653,0.0241,0.0,1,176.12,84.79,0.2943,7.291,16,1644.46,1778.0,1,219.48739400000002,128.7760364
mp-748304,Re4Na4Co2,3,tetragonal,96,Alloy,-0.3011,0.0525,0.0,1,98.02,49.52,0.2836,6.945,6,332.16,2666.0,0,127.12774400000002,73.4986464
mp-550090,AsB3Mn,3,triclinic,2,Ceramic,-3.2011,0.0487,5.113,0,279.16,151.12,0.2695,3.831,12,846.95,2415.0,1,383.69368000000003,228.68380800000003
mp-72780,RuC2,2,triclinic,2,Sulfide,-0.5286,0.0128,1.99,0,66.34,51.17,0.2039,5.311,16,1015.77,1612.0,1,123.207126,71.79987560000001
mp-767470,Os3,1,triclinic,1,Silicate,-2.7358,0.0159,2.054,0,107.28,42.13,0.3282,4.84,32,1938.55,1207.0,1,111.91413200000001,65.21247919999999
mp-607243,Fe3Pb2AlCe2,4,tetragonal,128,Ceramic,-2.4861,0.0358,4.81,0,98.91,22.88,0.3857,3.988,8,396.42,2047.0,1,63.409631999999995,36.4505792
mp-596285,NaK4,2,hexagonal,179,Phosphide,-0.6858,0.0104,1.154,0,95.29,67.01,0.2062,1.693,8,112.45,523.0,1,161.654924,96.31575439999999
mp-706339,Li4B2Ce,3,cubic,208,Halide,-2.7557,0.0024,7.943,0,49.98,33.43,0.2276,2.49,12,346.76,1873.0,1,82.077336,48.2504016
